file	line	anchor	info	status	wrap	v26	v27	vsim27	v27on26	vsim27on26	err_line	first_error
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2383	17-choosing-prompt-skill-instructions-skill-or-neither	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2423	18-a-complete-worked-example	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2781	213-copy-paste-starters	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2786	213-copy-paste-starters	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2793	213-copy-paste-starters	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2798	213-copy-paste-starters	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/03-skills-and-history-modifiers.md	2807	213-copy-paste-starters	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	214	23-what-apples-shipping-code-actually-does	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	350	24-the-tool-that-passes-the-baton	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	401	24-the-tool-that-passes-the-baton	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	585	27-️-silent-failure--the-baton-tool-you-named-but-never-registered	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	600	27-️-silent-failure--the-baton-tool-you-named-but-never-registered	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	607	27-️-silent-failure--the-baton-tool-you-named-but-never-registered	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	654	28-passing-the-baton-to-a-different-model	compile:27 imports:FoundationModels	VERIFIED	top	-	pass	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	725	32-the-code	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	821	34-a-child-session-with-its-own-profile	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	865	35-the-closest-thing-apple-actually-ships	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	946	36-️-silent-failure--the-consultation-that-quietly-returns-nonsense	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1050	43-they-compose-and-the-composition-is-the-common-case	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1200	52-two-places-to-set-it-one-precedence-rule	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1337	61-exit-a--conditionalise-the-mode-on-a-variable-the-loop-moves	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1361	61-exit-a--conditionalise-the-mode-on-a-variable-the-loop-moves	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1384	61-exit-a--conditionalise-the-mode-on-a-variable-the-loop-moves	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1420	61-exit-a--conditionalise-the-mode-on-a-variable-the-loop-moves	compile:27 imports:FoundationModels	VERIFIED	top	-	pass	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1430	61-exit-a--conditionalise-the-mode-on-a-variable-the-loop-moves	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1472	62-exit-b--a-final-answer-tool-that-throws	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1501	62-exit-b--a-final-answer-tool-that-throws	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1562	63-the-transcript-consequence-of-exit-b	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1597	63-the-transcript-consequence-of-exit-b	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1620	64-compose-both-and-add-a-fuse	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1719	71-the-tool	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1770	71-the-tool	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1807	72-the-proposal	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1825	73-the-ui-branch	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1841	73-the-ui-branch	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1867	74-yes--the-synthesized-follow-up-turn	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	1975	75-no--the-decline-is-also-a-turn	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2063	77-️-silent-failure--the-consent-nobody-answers	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2072	77-️-silent-failure--the-consent-nobody-answers	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2083	77-️-silent-failure--the-consent-nobody-answers	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2424	86-pccs-operational-gates	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2670	102-the-api-as-it-actually-compiles	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2728	102-the-api-as-it-actually-compiles	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-03-context-profiles-agentic/references/04-agentic-orchestration.md	2778	103-evaluating-a-handoff	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	496	33-contextsize-and-the-version-trap-inside-it	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	628	41-the-claim	xfail:26 compile:27	MIGRATION-PROVEN	mixed	xfail-pass	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	717	44-where-the-model-belongs-in-your-code	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1183	64-️-silent-failure--reasoning-spends-your-context-invisibly	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1267	65-the-reasoning-segment-and-using-it-for-progress-ui	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1566	74-a-complete-implementation	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1790	76-️-you-cannot-build-a-usage-meter	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	1976	92-the-full-catch-ladder	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2379	124-the-architecture-the-community-converged-on	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2421	131--image-input-is-supported-operating-limits-remain-open	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/01-private-cloud-compute.md	2499	142-api-surface	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	119	1-what-behind-the-session-actually-means	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	248	21-adding-the-package-and-the-dependency-line-that-resolves-to-nothing	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	339	23-pointing-it-at-a-local-server	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	543	25-supportsguidedgeneration-is-a-promise-you-are-making-for-the-server	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	726	27-the-errors-you-will-actually-see	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	773	28-transport-timeouts-and-the-executor-cache-wrinkle	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	939	32-️-the-double-gate-and-the-empty-library	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	998	33-a-consumer-packageswift-that-works	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	1080	34-the-macro-path-huggingfacelanguagemodel	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	1209	36-capabilities-is-routing-not-documentation	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	1217	36-capabilities-is-routing-not-documentation	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	1312	38-weights-caching-eviction-and-warm-up	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	1769	55-what-to-do-about-it	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	1847	62-under-declaring-is-the-safe-failure	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	2069	91-store-the-model-as-one-property	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	2107	92-branch-on-capabilities-not-on-type	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	2143	93-the-split-backend-pattern	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	2180	94-switching-backends-inside-one-conversation	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/02-bring-your-own-model.md	2251	101-the-three-initializers	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	21	what-this-covers	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	138	1-what-you-are-actually-building	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	240	21-swiftpm-and-the-shape-apple-recommends	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	347	22-should-you-support-linux	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	589	3-step-2--the-two-protocols-verbatim	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	748	32-configuration-is-a-cache-key-and-that-is-a-design-constraint	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	792	34-initconfiguration-throws--and-the-non-throwing-witness	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	918	4-the-minimum-viable-conformance--40-lines-apples-own	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1051	5-capabilities-four-flags-that-route-requests	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1127	52-declare-them-conditionally-when-they-are-conditional	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1294	61-reading-the-enum-like-option-structs-the-kind-projection	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1331	61-reading-the-enum-like-option-structs-the-kind-projection	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1359	62-generationschema-is-codable--do-not-hand-translate-json-schema	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1372	62-generationschema-is-codable--do-not-hand-translate-json-schema	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1556	83-worked-translator-1--chatcompletionslanguagemodel	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	1672	83-worked-translator-1--chatcompletionslanguagemodel	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2009	92-the-complete-emission-skeleton	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2202	95-two-smaller-channel-rules-both-from-apples-pitfall-list	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2329	101-what-apple-recommends-and-the-reasoning	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2443	112-all-nine-cases	compile:27 imports:Foundation	VERIFIED	body	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2479	112-all-nine-cases	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2610	121-why-initapikey-string-is-the-wrong-primary-path	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2740	131-response-metadata--the-lightweight-option	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2821	132-custom-segments--the-extension-point-for-new-modalities	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2894	133-attachment-segments--non-text-output-today	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	2993	14-testing-a-provider-package	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	3045	14-testing-a-provider-package	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/03-authoring-a-languagemodel-provider.md	3085	15-quick-reference	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	293	22-the-manual-hash-escape-hatch	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	481	32-what-actually-happens	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	525	33-the-fix-and-what-to-do-today	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	575	33-the-fix-and-what-to-do-today	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	783	53-the-pattern-in-your-own-executor	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	871	61-the-signature-is-synchronous-and-non-throwing	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	953	62-️-the-near-miss-signature-that-binds-the-default	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	977	62-️-the-near-miss-signature-that-binds-the-default	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	1063	65-the-load-once-helper-written-out	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	1316	83-invalidate-back-to-where-the-transcripts-diverge	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-04-beyond-the-built-in-model/references/04-executor-lifecycle-and-kv-reuse.md	1806	10-a-worked-executor-skeleton	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	214	22-multiple-blocks-become-tabs	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	259	24-what-apple-ships-in-a-playground-block	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	545	31-the-programmatic-path-languagemodelfeedback	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	677	42-the-availability-branches-it-lets-you-reach	compile:27	VERIFIED	body	-	pass	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	1332	85-the-fix	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	1481	87-preventing-it-since-the-compiler-will-not	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	1518	87-preventing-it-since-the-compiler-will-not	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-05-prototyping-profiling-non-swift/references/01-playground-and-instruments.md	1711	93-the-programmatic-equivalents	compile:27 imports:FoundationModels	VERIFIED	top	-	pass	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	474	4-step-1--subjectfrom-the-code-under-measurement	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1192	84-reading-values-back-out-aggregatevalue_	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1250	85-info-is-what-makes-runs-diffable	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1293	9-the-whole-thing-in-one-file	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1346	9-the-whole-thing-in-one-file	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1451	9-the-whole-thing-in-one-file	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1721	the-on-disk-format	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1793	doing-it-without-the-cli	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	1925	14-control-experimental-one-variable-backport	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2057	the-api-design-move	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2098	the-api-design-move	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2247	171-a-corrupt-dataset-shrinks-your-evaluation-instead-of-failing-it	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2365	the-pattern-behind-all-seven	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2458	what-apple-offers-instead-of-pinning	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2492	the-whole-protocol-on-one-screen	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/01-foundations-and-hill-climbing.md	2592	checks-to-put-in-every-test-body	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	237	2-a-judge-is-just-another-evaluator	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	576	5-scoringscale-numeric-passfail-custom	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	673	52-anchors-must-describe-observable-features	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	815	73-the-fix-and-why-it-works	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	952	82-the-worked-example	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	999	82-the-worked-example	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1024	83-what-good-instructions-contain	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1114	91-where-the-rationales-are	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1188	10-pairwise-judging	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1260	11-mixing-judges-and-code-evaluators	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1643	152-a-complete-implementation	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1714	153-the-weighted-variant-if-you-want-the-extra-signal	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1788	154-wiring-it-into-the-aggregator	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1902	161-step-1--get-the-data-out-of-xcode	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	1970	163-step-3--the-frozen-subject	compile:27	VERIFIED	top	-	pass	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	2001	164-step-4--the-whole-evaluation	prelude:external-module	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	2150	170-the-scientific-frame	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	2306	174-iteration-3--a-few-worked-examples	illustrative	ILLUSTRATIVE	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	2436	181-what-to-do-instead	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	2488	191-️-the-positional-join-which-nothing-validates	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
part-06-evaluations/references/02-model-judges-and-alignment.md	2517	191-️-the-positional-join-which-nothing-validates	prelude:guide-context	PRELUDE-NEEDED	-	-	-	-	-	-	-	-
